Країна,URL,Столиця,Офіційні мови,Незалежність,Валюта,Телефонний код
Кокосові Острови,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BA%D0%BE%D1%81%D0%BE%D0%B2%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Західний острів,англійська ( de facto ),,Австралійський долар ( AUD ),+61 891
Острів Герд і острови Макдональд,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%93%D0%B5%D1%80%D0%B4_%D1%96_%D0%9C%D0%B0%D0%BA%D0%B4%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%B4,,,,,
Острови Коралового моря,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%9A%D0%BE%D1%80%D0%B0%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE_%D0%BC%D0%BE%D1%80%D1%8F,,,,,
Острів Норфолк,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D1%96%D0%B2_%D0%9D%D0%BE%D1%80%D1%84%D0%BE%D0%BB%D0%BA,Кінгстон (острів Норфолк),"Норфолкська мова , англійська",,Австралійський долар ( AUD ),++6723
Острови Ашмор і Картьє,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%90%D1%88%D0%BC%D0%BE%D1%80_%D1%96_%D0%9A%D0%B0%D1%80%D1%82%D1%8C%D1%94,,,,,
Австралійська Антарктична Територія,https://uk.wikipedia.org/wiki/%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%BB%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B0_%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%BA%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D0%A2%D0%B5%D1%80%D0%B8%D1%82%D0%BE%D1%80%D1%96%D1%8F,Девіс (антарктична станція),немає,,австралійський долар ( Класифікація валют (ISO 4217) ),+672
Японія,https://uk.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D1%96%D1%8F,Токіо [ ком. 1 ],немає [ ком. 2 ] [ 3 ],,Єна (¥) ( JPY ),+81
Ямайка,https://uk.wikipedia.org/wiki/%D0%AF%D0%BC%D0%B0%D0%B9%D0%BA%D0%B0,,англійська мова,,Ямайський долар ( JMD ),+876
Шрі-Ланка,https://uk.wikipedia.org/wiki/%D0%A8%D1%80%D1%96-%D0%9B%D0%B0%D0%BD%D0%BA%D0%B0,Шрі-Джаяварденепура-Котте 6°54′ пн. ш. 79°54′ сх. д. country H G O,"сингальська , тамільська",від Британської імперії,Рупія Шрі-Ланки ( LKR ),+94
Швеція,https://uk.wikipedia.org/wiki/%D0%A8%D0%B2%D0%B5%D1%86%D1%96%D1%8F,,шведська [ 1 ] [ 2 ],,Шведська крона ( SEK ),+46
Чад,https://uk.wikipedia.org/wiki/%D0%A7%D0%B0%D0%B4,,"Французька , арабська",від Франції,франк CFA ( XAF ),+235
Чорногорія,https://uk.wikipedia.org/wiki/%D0%A7%D0%BE%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%96%D1%8F,,Чорногорська,,Євро [ 5 ] ( EUR ),+382
Чилі,https://uk.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BB%D1%96,,іспанська мова,,Чилійський песо ( CLP ),+56
Швейцарія,https://uk.wikipedia.org/wiki/%D0%A8%D0%B2%D0%B5%D0%B9%D1%86%D0%B0%D1%80%D1%96%D1%8F,Берн ( де-факто ),"німецька ( швейцарський варіант ), французька , італійська , романшська",Конфедерація 1848 p.,Швейцарський франк ( CHF ),+41
Чехія,https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D1%85%D1%96%D1%8F,,Чеська,,Чеська крона ( CZK ),+420
Центральноафриканська Республіка,https://uk.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B0%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0,,"Санго , французька",від Франції,Франк КФА ( XAF ),+236
Фінляндія,https://uk.wikipedia.org/wiki/%D0%A4%D1%96%D0%BD%D0%BB%D1%8F%D0%BD%D0%B4%D1%96%D1%8F,,"фінська , шведська",,Євро ( EUR ),+358
Хорватія,https://uk.wikipedia.org/wiki/%D0%A5%D0%BE%D1%80%D0%B2%D0%B0%D1%82%D1%96%D1%8F,,Хорватська,від СФРЮ,Євро ( EUR ),+385
Франція,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F,Париж,французька,,Євро — € ( EUR ),+33
Уругвай,https://uk.wikipedia.org/wiki/%D0%A3%D1%80%D1%83%D0%B3%D0%B2%D0%B0%D0%B9,,Іспанська,,Уругвайський песо ( UYU ),+598
Філіппіни,https://uk.wikipedia.org/wiki/%D0%A4%D1%96%D0%BB%D1%96%D0%BF%D0%BF%D1%96%D0%BD%D0%B8,Маніла 15°45′ пд. ш. 47°57′ зх. д. country H G O,"Філіппінська , Англійська",від Іспанії та Сполучених Штатів,Філіппінський песо ( РНР ),+63
Фіджі,https://uk.wikipedia.org/wiki/%D0%A4%D1%96%D0%B4%D0%B6%D1%96,,"Англійська , фіджійська і фіджійська гінді",від Великої Британії,Долар Фіджі ( FJD ),+679
Узбекистан,https://uk.wikipedia.org/wiki/%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Ташкент,"узбецька , каракалпацька (регіональна)",,Узбецький сом ( UZS ),+998
Угорщина,https://uk.wikipedia.org/wiki/%D0%A3%D0%B3%D0%BE%D1%80%D1%89%D0%B8%D0%BD%D0%B0,,Угорська мова Угорська мова жестів [ 1 ] [ 2 ],,Форинт ( HUF ),+36
Уганда,https://uk.wikipedia.org/wiki/%D0%A3%D0%B3%D0%B0%D0%BD%D0%B4%D0%B0,,"Англійська , суахілі",від Великої Британії,Угандійський шилінг ( UGX ),+256
Туніс,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D0%BD%D1%96%D1%81,Туніс 36°50′ пн. ш. 10°09′ сх. д. country H G O,Арабська,,Туніський динар ( TND ),+216
Туркменістан,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%BC%D0%B5%D0%BD%D1%96%D1%81%D1%82%D0%B0%D0%BD,,туркменська,,Туркменський манат ( TMT ),+993
Тувалу,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D0%B2%D0%B0%D0%BB%D1%83,Фунафуті,"англійська , тувалу",1 жовтня 1978 року (від Великої Британії ),"Долар Тувалу , Австралійський долар ( AUD )",+688
Туреччина,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%B5%D1%87%D1%87%D0%B8%D0%BD%D0%B0,Анкара 39°55′ пн. ш. 32°50′ сх. д. country H G O,турецька,,Турецька ліра ( TRY ),+90
Україна,https://uk.wikipedia.org/wiki/%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0,,українська,,"Гривня , ₴ ( UAH, код 980 )",+380
Тринідад і Тобаго,https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%BD%D1%96%D0%B4%D0%B0%D0%B4_%D1%96_%D0%A2%D0%BE%D0%B1%D0%B0%D0%B3%D0%BE,Порт-оф-Спейн 10°40′ пн. ш. 61°31′ зх. д. country H G O,англійська,,Долар Тринідаду та Тобаго ( TTD ),+868
Того,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B3%D0%BE,,Французька,,КФА франк BCEAO ( XOF ),+228
Тонга,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BD%D0%B3%D0%B0,,"тонганська , англійська",від Великої Британії та Австралії,Паанга ( TOP ),+676
Танзанія,https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BD%D0%B7%D0%B0%D0%BD%D1%96%D1%8F,Додома 6°00′ пд. ш. 35°00′ сх. д. country H G O,"Англійська (офіційна), суахілі (національна)",від Великої Британії,Танзанійський шилінг ( TZS ),+255
Таїланд,https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D1%97%D0%BB%D0%B0%D0%BD%D0%B4,,тайська,,Бат ( THB ),+66
Тайвань,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9A%D0%B8%D1%82%D0%B0%D0%B9,Тайбей,Мандаринська (ґоюй 國語 ),,Новий тайванський долар (NT$) ( TWD ),+886
Суринам,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%B8%D0%BD%D0%B0%D0%BC,,нідерландська мова,,Суринамський долар ( SRD ),+597
Східний Тимор,https://uk.wikipedia.org/wiki/%D0%A1%D1%85%D1%96%D0%B4%D0%BD%D0%B8%D0%B9_%D0%A2%D0%B8%D0%BC%D0%BE%D1%80,,"Тетум , Португальська 1",від Португалії 2,"Долар США , Східнотиморське сентаво ( USD )",+670
Сьєрра-Леоне,https://uk.wikipedia.org/wiki/%D0%A1%D1%8C%D1%94%D1%80%D1%80%D0%B0-%D0%9B%D0%B5%D0%BE%D0%BD%D0%B5,,Англійська,,Леоне ( SLL ),+232
Судан,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D0%B0%D0%BD,,"арабська , англійська",,Суданський фунт ( SDG ),+249
Сполучені Штати Америки,https://uk.wikipedia.org/wiki/%D0%A1%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B5%D0%BD%D1%96_%D0%A8%D1%82%D0%B0%D1%82%D0%B8_%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B8,Вашингтон 32°53′ пн. ш. 77°01′ зх. д. country H G O,Де-юре — немає; Де-факто — англійська. див. Мови Сполучених Штатів Америки,,Долар США ( USD ),+1
Таджикистан,https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,,"таджицька , російська",,Сомоні ( TJS ),+992
Соломонові Острови,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,,англійська,від Великої Британії,Долар Соломонових островів ( SBD ),+677
Сирія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D1%96%D1%8F,Дамаск 33°30′ пн. ш. 36°18′ сх. д. country H G O,Арабська,17 квітня 1946 від Франції [ 1 ],Сирійський фунт ( SYP ),+963
Словенія,https://uk.wikipedia.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D1%96%D1%8F,,словенська,від СФРЮ,Євро ( EUR ),
Сербія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B1%D1%96%D1%8F,,Сербська мова,,сербський динар ( RSD ),+381
Сомалі,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BC%D0%B0%D0%BB%D1%96,,"Сомалійська , арабська",Від Великої Британії та Італії,Сомалійський шилінг ( SOS ),+252
Сінгапур,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80,Сінгапур 1°17′ пн. ш. 103°50′ сх. д. country H G O,Англійська Малайська Мандаринська Тамільська,,Сінгапурський долар ( SGD ),+65
Словаччина,https://uk.wikipedia.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D1%87%D1%87%D0%B8%D0%BD%D0%B0,,словацька,,Євро ( EUR ),+421
Сент-Кіттс і Невіс,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D1%82-%D0%9A%D1%96%D1%82%D1%82%D1%81_%D1%96_%D0%9D%D0%B5%D0%B2%D1%96%D1%81,,англійська,,Східно-карибський долар ( XCD ),+869
Сент-Люсія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D1%82-%D0%9B%D1%8E%D1%81%D1%96%D1%8F,,англійська мова,,Східно-карибський долар ( XCD ),+758
Сент-Вінсент і Гренадини,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D1%82-%D0%92%D1%96%D0%BD%D1%81%D0%B5%D0%BD%D1%82_%D1%96_%D0%93%D1%80%D0%B5%D0%BD%D0%B0%D0%B4%D0%B8%D0%BD%D0%B8,,англійська мова,,Східно-карибський долар ( XCD ),+784
Сенегал,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D0%B3%D0%B0%D0%BB,,Французька,,КФА франк BCEAO ( XOF ),+221
Сейшельські Острови,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B9%D1%88%D0%B5%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Вікторія 4°35′ пд. ш. 55°40′ сх. д. country H G O,"сейшельська , французька , англійська",,Сейшельська рупія ( SCR ),+248
Саудівська Аравія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%83%D0%B4%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%90%D1%80%D0%B0%D0%B2%D1%96%D1%8F,,Арабська,,Ріал ( SAR ),+966
Самоа,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%B0,Апіа 13°50′ пд. ш. 171°50′ зх. д. country H G O,"самоанська , англійська",від Нової Зеландії,Самоанська тала ( WST ),+685
Сан-Томе і Принсіпі,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD-%D0%A2%D0%BE%D0%BC%D0%B5_%D1%96_%D0%9F%D1%80%D0%B8%D0%BD%D1%81%D1%96%D0%BF%D1%96,Сан-Томе 0°20′ пн. ш. 6°44′ сх. д. country H G O,Португальська,від Португалії,Добра ( STD ),+239
Сальвадор,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D1%8C%D0%B2%D0%B0%D0%B4%D0%BE%D1%80,,іспанська мова,,"Долар США , Біткойн ( USD, BTC )",+503
Румунія,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%83%D0%BD%D1%96%D1%8F,Бухарест ( București ) 44°25′ пн. ш. 26°06′ сх. д. country H G O,Румунська,,Румунський лей ( RON ),+40
Сан-Марино,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD-%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%BE,Сан-Марино 43°56′ пн. ш. 12°27′ сх. д. country H G O,Італійська,від Римської імперії,євро (€) ( EUR ),+378
Перу,https://uk.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%83,,"Іспанська , кечуа , аймара",,Перуанський соль ( PEN ),+51
Південний Судан,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%A1%D1%83%D0%B4%D0%B0%D0%BD,,"англійська , арабська",,Південносуданський фунт ( Класифікація валют (ISO 4217) ),+211 [ 2 ]
Руанда,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B0%D0%BD%D0%B4%D0%B0,,"кіньяруанда , французька , англійська , суахілі",від Бельгії,Руандійський франк ( RWF ),+250
Португалія,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D1%96%D1%8F,Лісабон 38°46′ пн. ш. 9°11′ зх. д. country H G O,португальська ; мірандська (регіональна),,Євро ( EUR ),+351
Південно-Африканська Республіка,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE-%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0,Кейптаун (законодавча) Преторія (адміністративна) Блумфонтейн (судова),"Англійська , африкаанс , південна ндебеле , коса , зулу , північна сото , південна сото , сетсвана , свазі , венда , тсонга",31 травня 1961,Ранд ( ZAR ),+27
Росія,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D1%96%D1%8F,,Російська ; 30 мов офіційні у низці регіонів,,рубль ( RUB ),+7
Північна Македонія,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D0%B0_%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D1%96%D1%8F,Скоп'є 42°00′ пн. ш. 21°26′ сх. д. country H G O,македонська албанська,від СФРЮ,македонський денар ( MKD ),+389
Польща,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%8C%D1%89%D0%B0,,Польська 1,,Злотий ( PLN ),+ 48
Парагвай,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%B3%D0%B2%D0%B0%D0%B9,,"іспанська , гуарані",,Гуарані ( PYG ),+595
Панама,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B0%D0%BC%D0%B0,,іспанська мова,,"Бальбоа , Долар США ( PAB, USD )",+507
Палау,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B0%D1%83,Нгерулмуд 7°21′ пн. ш. 134°28′ сх. д. country H G O,"англійська , палауська , японська , тобійська , сонсорольська",,Долар США ( USD ),+ 680
Палестина,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B0,Рамалла [ 1 ] [ 2 ],Арабська,від Ізраїля,Ізраїльський новий шекель ( Класифікація валют (ISO 4217) ),+970
Папуа Нова Гвінея,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D1%83%D0%B0_%D0%9D%D0%BE%D0%B2%D0%B0_%D0%93%D0%B2%D1%96%D0%BD%D0%B5%D1%8F,,"англійська , ток-пісін , гірі-моту",від Австралії,кіна ( PGK ),+675
Пакистан,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Ісламабад,"урду , англійська",,Рупія ( PKR ),+92
Оман,https://uk.wikipedia.org/wiki/%D0%9E%D0%BC%D0%B0%D0%BD,Маскат 23°36′ пн. ш. 58°33′ сх. д. country H G O,Арабська,,Оманський ріал ( OMR ),+968
Об'єднані Арабські Емірати,https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%27%D1%94%D0%B4%D0%BD%D0%B0%D0%BD%D1%96_%D0%90%D1%80%D0%B0%D0%B1%D1%81%D1%8C%D0%BA%D1%96_%D0%95%D0%BC%D1%96%D1%80%D0%B0%D1%82%D0%B8,Абу-Дабі 22°47′ пн. ш. 54°37′ сх. д. country H G O,Арабська,,Дирхам ( AED ),+971
Нікарагуа,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BA%D0%B0%D1%80%D0%B0%D0%B3%D1%83%D0%B0,,іспанська мова,,Кордоба ( NIO ),+505
Нігерія,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B3%D0%B5%D1%80%D1%96%D1%8F,Абуджа 9°10′ пн. ш. 7°10′ сх. д. country H G O,Англійська,від Великої Британії,Найра (₦) ( NGN ),+234
Нова Зеландія,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0_%D0%97%D0%B5%D0%BB%D0%B0%D0%BD%D0%B4%D1%96%D1%8F,Веллінгтон 41°17′ пд. ш. 174°27′ сх. д. country H G O,Англійська 3 Маорі NZ мова жестів,від Великої Британії,Новозеландський долар ( NZD ),+64
Непал,https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BF%D0%B0%D0%BB,Катманду,непальська,,Непальська рупія ( Класифікація валют (ISO 4217) ),+977
Німеччина,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BC%D0%B5%D1%87%D1%87%D0%B8%D0%BD%D0%B0,,німецька 1,,Євро ( € ) ( EUR ),+49
Науру,https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D1%80%D1%83,.mw-parser-output .ts-comment-commentedText{border-bottom:1px dotted;cursor:help}@media(hover:none){.mw-parser-output .ts-comment-commentedText:not(.rt-commentedText){border-bottom:0;cursor:auto}} відсутня,Науруанська,від Великої Британії та Австралії,Австралійський долар ( AUD ),+674
Норвегія,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D1%80%D0%B2%D0%B5%D0%B3%D1%96%D1%8F,,"норвезька , саамська",,Норвезька крона ( NOK ),+47
Нідерланди,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B4%D0%B5%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8,,"нідерландська , західнофризька мова (друга офіційна, тільки в провінції Фрисландія)",,Євро ( EUR ),+31
Нігер,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B3%D0%B5%D1%80,,Французька,від Франції,франк КФА ( XOF ),+227
Намібія,https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BC%D1%96%D0%B1%D1%96%D1%8F,,англійська,від ПАР,Намібійський долар ( NAD ),+264
Мікронезія,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%96_%D0%A8%D1%82%D0%B0%D1%82%D0%B8_%D0%9C%D1%96%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D1%96%D1%97,Палікір 6°55′ пн. ш. 158°09′ сх. д. country H G O,"англійська (державна), улітійська , волеаянська , япська , понпейська , косрае та чуукська (на місцевому рівні)",від США,Долар США ( USD ),+691
Мозамбік,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B7%D0%B0%D0%BC%D0%B1%D1%96%D0%BA,,Португальська,,метікал (Mt) ( MZM ),+258
